# P A D   S U B M I S S I O N   S I T E S
# 64-bit: 64-bit software only.
# Active: Actively responding.
# Add: Candidate site to be definitely included in the hassle-free sites supported by the mini PAD submitter.
# Almost: Almost hassle-free.
# AltUpload: You may alternately upload the PAD file off your local hard disk.
# AppVisor: Submit via AppVisor.
# Arabic: Arabic
# ArticleLinks: Article links only.
# Attack: Firefox accuses this site of covertly installing malware.
# Audio: Audio software only.
# BackLinkHome: They have the cheek to demand you put a back-link ad for them on your home page (or possibly a page linked directly from your home page). Screw em! You must have the back link set up and uploaded before you submit your PAD.
# BackLinkMandatory: Must provide a backlink from your website to theirs and inform them where it is. You must have the back link set up and uploaded to your website before you submit your PAD.
# BackLinkOptional: They request you provide an optional backlink from your website to theirs and inform them where it is. You must have the back link set up and uploaded before you submit your PAD.
# BackLinkTip: To ensure prompt processing, they request you provide a backlink from your website to theirs and inform them where it is. You must have the back link set up and uploaded before you submit your PAD.
# Blacklist: They blacklisted me without explanation and without possibility of appeal. It could be because I wrote the mini PAD Submitter, I am gay, atheist, anti-war…, because I hold many unpopular opinions, because I submitted such a large catalog of software, because I frequently release new builds, because they saw my name on a blacklist somewhere or they just made an error.
# Blind: The onerous way they make you type the security code, you might as well be blind.
# Broken: Site has bugs that prevent PAD submission.
# Bulgarian: Bulgarian
# Candidate: Candidate site to be possibly included in the hassle-free sites supported by the mini PAD submitter.
# Captcha: Must prove your worthiness by keying an almost-impossible-to-decipher Captcha. They have contempt for programmers. They think that programmers have nothing better to do with their time than as tediously as possible manually submit programs. They forget that the programmers are doing them a favour.
# Chinese: Chinese
# Confirm: You must confirm your PAD submission by visiting a link sent via email.
# Crapware: When you download programs from this site, they use a custom downloader/installer that installs a number of unwanted, unrelated extra crapware programs.
# Czech: Czech
# Danish: Danish
# Dead: Site dead — suspended, closed, disappeared or repurposed.
# Delete: Site to be deleted from the list of hassle-free sites supported by the mini PAD submitter.
# Down: Site temporarily down.
# Duplicate: Duplicate.
# Dutch: Dutch
# Educational: Educational software only.
# English: English
# Esperanto: Esperanto
# Expired: Expired SSL Certificate
# Financial: Financial software only.
# Form: Does not use PADs. You must fill in a form.
# Former: Formerly hassle-free.
# Freeware: Freeware only.
# French: French
# Games: Games only.
# German: German
# Greek: Greek
# Handheld: Software for handhelds only.
# Head: They probe your website for the PAD, screenshot, zip etc. using an abbreviated HTTP HEAD rather than a full HTTP GET. This may lead them to complain about missing files that are indeed present or fail to detect PAD changes.
# HiddenValidation: Hidden validation code to deter automated submission.
# Hungarian: Hungarian
# Indian: Indian
# Indonesian: Indonesian
# Italian: Italian
# Japanese: Japanese
# JavaScript: The site is obfuscated with JavaScript.
# Login: You must set up an account and login with a password.
# Mac: Macintosh only.
# MalformedURL: Malformed URL.
# Malware: Chrome or Firefox accuses this site of listing malware.
# Mobile: Mobile software only.
# Multimedia: Multimedia software only.
# Multiple: You may submit multiple PADs at once.
# NoAuto: They explicitly ask you not to use any automation in PAD submission.
# NoLogo: They have not customised their site with a logo.
# NoOpera: No Opera.
# NoProbe: You must resubmit after every version change because they fail to periodically probe your PAD for changes.
# NoSubmissionPage: Cannot find PAD submission page.
# NotAccepting: Not currently accepting PAD submissions.
# Notify: They notify you by email when they notice your PAD or the files it references change or become inaccessible.
# NotResponding: Not Responding and domain abandoned.
# Obfuscated: Obfuscated to deter automated submission.
# OldSpec: They support only an obsolete (pre 3.0) versionof the PAD spec.
# Onion: Not recommended.
# PADmaps: They support the PADmaps protocol so that submitting one PAD submits your whole catalog.
# PADRING: They support the PADRING protocol so that submitting one PAD submits your whole catalog.
# Palm: Palm only.
# Parked: Site parked and domain abandoned.
# Pay: You must pay to list.
# Polish: Polish
# Portuguese: Portuguese
# Prefill: You press a PREFILL button to display the contents of the PAD and then you edit the fields before final submission.
# Propagate: They pass the PADs you submit to other PADSites.
# Proprietary: You must select a proprietary category for the PAD.
# Recommended: Recommended.
# RegNow: Only software sold via RegNow/Bluesnap (née Plimus)/eSellerate etc.
# Rekey: You must manually rekey some of the fields in the PAD.
# Resurrected: Site was off the air for a while, but it is back.
# Romanian: Romanian
# Russian: Russian
# Scavenger: You may not even have to submit your PAD to them. They go out scouring the web for PADs.
# Screensaver: Screensavers only.
# Shareware: Shareware only. No freeware.
# SiteLinks: Site links only.
# Skill: You must answer a skill-testing question.
# Slow: Site is unusually slow to respond. Please be patient.
# Spanish: Spanish
# Stalls: Stalls ignoring timeout when Java probes the site.
# Strict: They have their own stricter-than-ASP standards for validating PADs.
# Swedish: Swedish
# Thai: Thai
# TOP10: Ranked in the top 10.
# TOP100: Ranked in the top 100.
# TOP20: Ranked in the top 20.
# TOP30: Ranked in the top 30.
# Turkish: Turkish
# Ukranian: Ukranian
# Unix: Unix only.
# Upload: You don’t submit an URL, you upload the PAD file off your local hard disk.
# Validation: You must key a legible validation code to prove you are not using automated software submission.
# ViaEmail: Submit your PAD via email.
# ViewState: Complicated state information, difficult to automate.
# Warn: They warn you of subtle problems with the PAD.
# Windows: Windows only.
## name,                             homeUrl,                                             submitUrl,                                                                                                                       logo, keywords,                                                                                        notes
Acid-Files-Net,                      http://acidfiles.net,                                "http://acidfiles.net/submit.html",                                                                                              , NotResponding Dead Proprietary
Advanced-Seo-Tools,                  http://advanced-seo-tools.com,                       "http://advanced-seo-tools.com/User-Panel.html",                                                                                 , NotResponding Dead Login
Af-Down,                             http://afdown.com,                                   "http://afdown.com/submit-software.html",                                                                                        , Dead,                                                                                                "aka AllFreeDownload."
AFree-Go-Gold,                       http://www.afreegogold.com,                          "http://www.afreegogold.com/Submit.htm",                                                                                         , Dead Login Pay Proprietary,                                                                          "Charge <span class=""currency"">$3</span> US to list."
Aiv-Soft,                            http://www.aivsoft.com,                              "http://www.aivsoft.com/submit.php",                                                                                             , NoSubmissionPage NotResponding
AList-Downloads,                     http://alistdownloads.com,                           "http://alistdownloads.com/submit.asp",                                                                                          , NotResponding Dead
All-Bramj,                           http://allbramj.com,                                 "http://allbramj.com/index.php?a=pad&submit_pad",                                                                                , Dead Prefill
All-Converter,                       http://www.all-converter.com/,                       "http://www.all-converter.com/submit.html",                                                                                      , Dead Proprietary BackLinkMandatory
All-Download-Files,                  http://www.alldownloadfiles.com,                     "http://www.alldownloadfiles.com/submit.php",                                                                                    , NotResponding Dead Validation BackLinkOptional PADmaps
All-Free-Downloads,                  http://ww1.allfreedownloads.org,                     "http://ww2.allfreedownloads.org",                                                                                               , Dead
All-Free-Softwares,                  http://www.allfreesoftwares.com,                     "http://www.allfreesoftwares.com/User-Panel.html",                                                                               , NoSubmissionPage NotResponding
All-Free-Ware,                       http://www.all-freeware.com,                         "http://www.all-freeware.com/submit.html",                                                                                       , Dead
All-Get-Software,                    http://www.allgetsoftware.com,                       "http://www.allgetsoftware.com/index.php?a=pad",                                                                                 , Dead Login
All-Mood,                            http://allmood.com,                                  "http://allmood.com/software/index.php?a=pad&submit_pad",                                                                        , NoSubmissionPage Parked Login
All-New-Downloads,                   http://www.allnewdownloads.com,                      "http://www.allnewdownloads.com/index.php?a=pad",                                                                                , Dead Login
All-PDFConverter,                    http://www.allpdfconverter.com,                      "http://www.allpdfconverter.com/submission.html",                                                                                , NotResponding Dead Proprietary
All-Shareware-Products,              http://www.allsharewareproducts.com,                 "http://www.allsharewareproducts.com/SubmitPADFile.aspx",                                                                        , Dead ViewState JavaScript
All-Soft,                            http://www.allsoft.fr,                               "http://www.allsoft.fr/soumettre-un-logiciel/",                                                                                  , Dead Login
All-Soft-Share,                      http://www.allsoftshare.com/index.html,              "http://www.allsoftshare.com/submit.html",                                                                                       , Parked Validation Proprietary
All-Software-Reviews,                http://www.allsoftwarereviews.com,                   "http://www.allsoftwarereviews.com/index.php?a=pad",                                                                             , Dead Prefill
All-The-Soft,                        http://www.allthesoft.com,                           "http://www.allthesoft.com/submit.htm",                                                                                          , Dead Login Form,                                                                                     "do not accept PADs"
All4-Down,                           http://all4down.com,                                 "http://all4down.com/submit-pad",                                                                                                , NoSubmissionPage Dead
Alpha-Downloads,                     http://alphadownloads.com,                           "http://alphadownloads.com/submit-home.html",                                                                                    , Broken OldSpec
Alpha-Files,                         http://www.alphafiles.net,                           "http://www.alphafiles.net/developers/",                                                                                         , Parked Login
Amazing-Downloads,                   http://www.amazingdownloads.com,                     "http://www.amazingdownloads.com/",                                                                                              , NoSubmissionPage
Amazing-Files,                       http://www.amazingfiles.com/,                        "http://www.amazingfiles.com/submit.php",                                                                                        , Dead
Amigoalex,                           http://www.amigoalex.com,                            "http://www.amigoalex.com/?p=submit?0a4465d0",                                                                                   , NotResponding Dead Validation Proprietary
Andra,                               http://andra.uv.ro,                                  "http://andra.uv.ro/submit.php",                                                                                                 , Broken NoLogo
Android-Icu,                         http://www.androidicu.com/,                          "http://www.androidicu.com/?a=pad",                                                                                              , Dead
Anshare,                             http://www.anshare.org,                              "http://www.anshare.org/",                                                                                                       , Dead Login
Antivire,                            http://www.antivire.com,                             "http://www.antivire.com/index.php?a=pad",                                                                                       , Dead Login
Any,                                 http://download.any.ge,                              "http://download.any.ge/index.php?a=pad&submit_pad",                                                                             , Dead Login Proprietary Prefill Thai
Any-Software-Download,               http://www.anysoftwaredownload.com,                  "http://www.anysoftwaredownload.com/contact.php",                                                                                , NotResponding Dead Validation BackLinkMandatory
Apbspot-Net84,                       http://apbspot.net84.net,                            "http://apbspot.net84.net/submit.php",                                                                                           , NoSubmissionPage
App-Annoyed,                         http://www.appannoyed.com,                           "http://www.appannoyed.com/login.php",                                                                                           , Dead Validation Login
Apps-Palette,                        http://appspalette.com,                              "http://appspalette.com/submit.php",                                                                                             , Dead
Apps-Windows8,                       http://www.appswindows8.com,                         "http://www.appswindows8.com/index.php?a=pad",                                                                                   , NotResponding Dead Login
Appsnagar,                           http://www.appsnagar.com,                            "http://www.appsnagar.com/submit.php",                                                                                           , NotResponding Down Resurrected Dead Validation Slow Indian PADmaps
Armed-Tools,                         http://armed-tools.com,                              "http://armed-tools.com/dobavit-programmu/submit.html",                                                                          , Dead Login Russian
Asad-Soft,                           http://www.asadsoft.com,                             "http://www.asadsoft.com/index.php?a=pad&submit_pad",                                                                            , Dead Login
Ask-Update,                          http://askupdate.com,                                "http://askupdate.com/index.php?a=pad",                                                                                          , Dead Login
Ask4-Files,                          http://ask4files.com,                                "http://ask4files.com/addsoft.html",                                                                                             , Parked Validation BackLinkOptional,                                                                  "You must key a security code, but they fail to display it!"
Assetdevelopers,                     http://assetdevelopers.com,                          "http://assetdevelopers.com/submit.php",                                                                                         , Parked
Audio-Multimedia-Software,           http://www.audiomultimediasoftware.com,              "http://www.audiomultimediasoftware.com/submit.html",                                                                            , TOP100 Dead Login Multimedia
Audio-Video-Box,                     http://audiovideobox.com,                            "http://audiovideobox.com/submit.html",                                                                                          , NotResponding Parked Dead Multimedia Proprietary
Audio-Video-Tools,                   http://audio-video-tools.com,                        "http://audio-video-tools.com/submit/",                                                                                          , Dead Login Proprietary
Augesoft,                            http://www.augesoft.com,                             "http://www.augesoft.com/submit.php",                                                                                            , Dead BackLinkMandatory Rekey
Avi0,                                http://avi0.com,                                     "http://avi0.com/submit/",                                                                                                       , Dead NoLogo
Avirusi,                             http://www.avirusi.info,                             "http://www.avirusi.info/submit/",                                                                                               , NotResponding Dead Login Proprietary Prefill
Award-Downloads,                     http://ww38.awarddownloads.com/,                     "http://ww38.awarddownloads.com/submit.php",                                                                                     , Dead Validation
Axdown,                              http://www.axdown.com,                               "http://www.axdown.com/index.php?a=pad&submit_pad",                                                                              , NotResponding Dead Login
Axipedia,                            http://www.axipedia.com,                             "http://www.axipedia.com/submit_software.php",                                                                                   , Dead Validation Proprietary
Az-Downloads,                        http://www.azdownloads.net,                          "http://www.azdownloads.net/index.php?a=pad",                                                                                    , NoSubmissionPage Login,                                                                              "coming soon"
Baixar-Programas-Gratuitos,          http://baixar-programas-gratuitos.com,               "http://publisher.appvisor.com/",                                                                                                , AppVisor Dead
Baixeaqui,                           http://baixeaqui.net,                                "http://baixeaqui.net/index.php?a=pad&submit_pad",                                                                               , Dead Login Portuguese
Bajary-Descargar-Gratis,             http://www.bajarydescargargratis.com,                "http://publisher.appvisor.com/",                                                                                                , AppVisor Parked
Best-Freeware,                       http://www.best-freeware.de,                         "http://www.best-freeware.de/page-submitform.php",                                                                               , Dead Proprietary Prefill English German
Best-Freeware-Download,              http://www.bestfreewaredownload.com,                 "http://www.bestfreewaredownload.com/submit-pad-file.html",                                                                      , Dead Freeware
Best-Of-Web,                         http://bestofweb.us,                                 "http://bestofweb.us/submit-your-pad-file/",                                                                                     , NoSubmissionPage NotResponding
Best-Security-Tips,                  http://www.bestsecuritytips.com/v2/,                 "http://www.bestsecuritytips.com/wfdownloads+submit.htm",                                                                        , Dead
Best-Software-Free-Download,         http://bestsoftwarefreedownload.com,                 "http://bestsoftwarefreedownload.com/submitsoftware.php",                                                                        , NotResponding Dead Validation
Best-Software4-Download,             http://www.bestsoftware4download.com,                "http://www.bestsoftware4download.com/submit-pad-file.html",                                                                     , TOP100 Dead
Best-Video-Soft,                     http://www.bestvideosoft.com,                        "http://www.bestvideosoft.com/submit.html",                                                                                      , Parked Multimedia BackLinkMandatory
Best-Vista-Downloads,                http://www.bestvistadownloads.com,                   "http://www.bestvistadownloads.com/submit-pad-file.html",                                                                        , TOP100 Dead
Bg-Soft,                             http://bg-soft.net/,                                 "http://bg-soft.net/product/submit/",                                                                                            , Dead,                                                                                                "giving trouble. Also submits to NewSoft4You.com, searchsoftwar.com, getsoftpro.com"
Bgvest,                              http://soft.bgvest.com,                              "http://soft.bgvest.com/index.php?a=pad",                                                                                        , Dead Validation Login
Bhramhastra,                         http://www.bhramhastra.com,                          "http://www.bhramhastra.com",                                                                                                    , Dead Login
Big-Load,                            http://www.bigload.de,                               "http://www.bigload.de/new-downloads.html",                                                                                      , Dead Login
Big-Softs,                           http://www.bigsofts.com,                             "http://www.bigsofts.com/index.php?a=pad",                                                                                       , NotResponding Dead Login Rekey Prefill
Biz4-Biz,                            http://en.biz4biz.info,                              "http://en.biz4biz.info/services/listing/software/",                                                                             , NotResponding Dead Login
Black-Download-It,                   http://www.blackdownload.it,                         "http://www.blackdownload.it/index.php?a=pad&submit_pad",                                                                        , Dead Login Italian
Black-Download-Net,                  http://www.blackdownload.net/,                       "http://www.blackdownload.net/index.php?a=pad&submit_pad",                                                                       , Dead Login
Blue-Heart,                          http://pb.blueheart.org,                             "http://pb.blueheart.org/index.php?a=pad",                                                                                       , Dead Login,                                                                                          "aka PBZone"
Blue-Softs,                          http://bluesofts.com,                                "http://bluesofts.com/submit.php",                                                                                               , Dead Login Proprietary
Blues-Fear,                          http://www.bluesfear.com,                            "http://www.bluesfear.com/user-panel/",                                                                                          , NotResponding Dead Login
Bob-Soft,                            http://soft.bobsoft.com,                             "http://soft.bobsoft.com/submit.php",                                                                                            , NotResponding Broken
Boom-Games,                          http://www.boomgames.com,                            "http://www.boomgames.com/index.php?params=submit/form/",                                                                        , Parked Login Form Games
Breeze-Downloads,                    http://www.breezedownloads.com,                      "http://www.breezedownloads.com/index.php?a=pad&submit_pad",                                                                     , NotResponding Broken Login
Butterfly-Download,                  http://butterflydownload.com,                        "http://butterflydownload.com",                                                                                                  , Parked Proprietary
Buy-All-Soft,                        http://www.buyallsoft.com,                           "http://www.buyallsoft.com/submit.html",                                                                                         , Dead BackLinkOptional Multiple
Buy-For-Fun,                         http://buy-for-fun.com,                              "http://buy-for-fun.com/submit.html",                                                                                            , NotResponding Dead BackLinkMandatory
Buy-More-Followers,                  http://www.buy-more-followers.com/,                  "http://www.webzf.com/padsite/submit-pad/",                                                                                      , Resurrected Dead
Buy-Sell4-Frii,                      http://buysell4frii.com/esoft/,                      "http://buysell4frii.com/esoft/index.php?a=pad&submit_pad",                                                                      , NotResponding Dead Proprietary Rekey
Byte-Flow,                           http://byte-flow.com,                                "http://byte-flow.com/submit.html",                                                                                              , Dead Validation
C-Download,                          http://www.c-download.com,                           "http://www.c-download.com/index.php?a=pad",                                                                                     , Dead Login
Cad-Info,                            http://download.cadinfo.net,                         "http://download.cadinfo.net/User-Panel.html",                                                                                   , NotResponding Dead Login
Cad-Tools,                           http://www.cad-tools.com,                            "http://www.cad-tools.com/submit.php",                                                                                           , Dead Proprietary BackLinkMandatory
Carajujat,                           http://www.carajujat.com/software,                   "http://www.carajujat.com/software/index.php?a=pad&submit_pad",                                                                  , Broken
Card-Casino-Games,                   http://www.card-casino-games.com,                    "http://www.card-casino-games.com/submit.html",                                                                                  , Dead Games
Casafree,                            http://www.casafree.co,                              "http://www.casafree.co/index.php?a=pad&submit_pad",                                                                             , NoSubmissionPage NotResponding
Cat-Download,                        http://catdownload.com,                              "http://catdownload.com/submit.php/",                                                                                            , Dead
CatalogSoftware,                     http://www.catalogsoftware.org,                      "http://www.catalogsoftware.org/submit.html",                                                                                    , Dead Validation Proprietary
Changing-Life,                       http://changinglife.net/,                            "http://changinglife.net/suggest.php?action=addpads",                                                                            , NoSubmissionPage Login
Checkitall,                          http://checkitall.de,                                "http://checkitall.de/submit.php",                                                                                               , NotResponding Dead Validation BackLinkOptional PADmaps
Chili-Download,                      http://www.chilidownload.com,                        "http://www.chilidownload.com/submit.php",                                                                                       , Parked Resurrected Validation BackLinkOptional PADmaps
Choungdung,                          http://choungdung.ga,                                "http://choungdung.ga/index.php?a=pad&submit_pad",                                                                               , Broken
Claymont,                            http://www.claymont.com/home/,                       "http://www.claymont.com/submitnologin.asp",                                                                                     , Dead SiteLinks Rekey
Click-Download,                      http://clickdownload.com,                            "http://clickdownload.com/index.php?a=pad",                                                                                      , Dead Login
